 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
55.5,0.429349,0.041451,24.56
56.0,0.429562,0.041492,24.56
56.5,0.429775,0.041533,24.56
57.0,0.429989,0.041574,24.56
57.5,0.430202,0.041615,24.56
58.0,0.430416,0.041656,24.56
58.5,0.430629,0.041697,24.56
59.0,0.430843,0.041738,24.56
59.5,0.431057,0.041779,24.56
60.0,0.431270,0.041820,24.56
60.5,0.431483,0.041861,24.56
61.0,0.431697,0.041902,24.56
61.5,0.431910,0.041943,24.56
62.0,0.432124,0.041984,24.56
62.5,0.432337,0.042025,24.56
63.0,0.432551,0.042066,24.56
63.5,0.432764,0.042107,24.56
64.0,0.432978,0.042148,24.56
64.5,0.433191,0.042189,24.56
65.0,0.433405,0.042230,24.57
65.5,0.433618,0.042271,24.57
66.0,0.433832,0.042312,24.57
66.5,0.434045,0.042353,24.57
67.0,0.434259,0.042394,24.57
67.5,0.434473,0.042435,24.57
68.0,0.434686,0.042476,24.57
68.5,0.434899,0.042517,24.57
69.0,0.435113,0.042558,24.57
69.5,0.435326,0.042599,24.57
70.0,0.435540,0.042640,24.57
70.5,0.435753,0.042681,24.57
71.0,0.435967,0.042722,24.57
71.5,0.436180,0.042763,24.57
72.0,0.436394,0.042804,24.57
72.5,0.436607,0.042845,24.57
73.0,0.436821,0.042886,24.57
73.5,0.437034,0.042927,24.57
74.0,0.437248,0.042968,24.57
74.5,0.437462,0.043009,24.57
75.0,0.437675,0.043050,24.57
75.5,0.437889,0.043091,24.58
76.0,0.438102,0.043132,24.58
76.5,0.438315,0.043173,24.58
77.0,0.438529,0.043214,24.58
77.5,0.438742,0.043255,24.58
78.0,0.438956,0.043296,24.58
78.5,0.439169,0.043337,24.58
79.0,0.439383,0.043378,24.58
79.5,0.439597,0.043419,24.58
80.0,0.439810,0.043460,24.58
80.5,0.440023,0.043501,24.58
81.0,0.440237,0.043542,24.58
81.5,0.440450,0.043583,24.58
82.0,0.440664,0.043624,24.58
82.5,0.440877,0.043665,24.58
83.0,0.441091,0.043706,24.58
83.5,0.441304,0.043747,24.58
84.0,0.441518,0.043788,24.58
84.5,0.441731,0.043829,24.58
85.0,0.441945,0.043870,24.59
85.5,0.442158,0.043911,24.59
86.0,0.442372,0.043952,24.59
86.5,0.442585,0.043993,24.59
87.0,0.442799,0.044034,24.59
87.5,0.443012,0.044075,24.59
88.0,0.443226,0.044116,24.59
88.5,0.443439,0.044157,24.59
89.0,0.443653,0.044198,24.59
89.5,0.443866,0.044239,24.59
90.0,0.444080,0.044280,24.59
90.5,0.444294,0.044321,24.59
91.0,0.444507,0.044362,24.59
91.5,0.444720,0.044403,24.59
92.0,0.444934,0.044444,24.59
92.5,0.445147,0.044485,24.59
93.0,0.445361,0.044526,24.59
93.5,0.445574,0.044567,24.59
94.0,0.445788,0.044608,24.59
94.5,0.446001,0.044649,24.59
95.0,0.446215,0.044690,24.59
95.5,0.446428,0.044731,24.60
96.0,0.446642,0.044772,24.60
96.5,0.446855,0.044813,24.60
97.0,0.447069,0.044854,24.60
97.5,0.447282,0.044895,24.60
98.0,0.447496,0.044936,24.60
98.5,0.447709,0.044977,24.60
99.0,0.447923,0.045018,24.60
99.5,0.448136,0.045059,24.60
