 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
32.0,0.423242,0.011568,24.53
32.5,0.423457,0.011580,24.53
33.0,0.423673,0.011592,24.53
33.5,0.423888,0.011604,24.53
34.0,0.424104,0.011616,24.53
34.5,0.424319,0.011628,24.53
35.0,0.424535,0.011640,24.54
35.5,0.424750,0.011652,24.54
36.0,0.424966,0.011664,24.54
36.5,0.425181,0.011676,24.54
37.0,0.425397,0.011688,24.54
37.5,0.425612,0.011700,24.54
38.0,0.425828,0.011712,24.54
38.5,0.426043,0.011724,24.54
39.0,0.426259,0.011736,24.54
39.5,0.426474,0.011748,24.54
40.0,0.426690,0.011760,24.54
40.5,0.426905,0.011772,24.54
41.0,0.427121,0.011784,24.54
41.5,0.427336,0.011796,24.54
42.0,0.427552,0.011808,24.54
42.5,0.427767,0.011820,24.54
43.0,0.427983,0.011832,24.54
43.5,0.428198,0.011844,24.54
44.0,0.428414,0.011856,24.54
44.5,0.428629,0.011868,24.54
45.0,0.428845,0.011880,24.55
45.5,0.429060,0.011892,24.55
46.0,0.429276,0.011904,24.55
46.5,0.429491,0.011916,24.55
47.0,0.429707,0.011928,24.55
47.5,0.429922,0.011940,24.55
48.0,0.430138,0.011952,24.55
48.5,0.430353,0.011964,24.55
49.0,0.430569,0.011976,24.55
49.5,0.430784,0.011988,24.55
50.0,0.431000,0.012000,24.55
50.5,0.431215,0.012012,24.55
51.0,0.431431,0.012024,24.55
51.5,0.431647,0.012036,24.55
52.0,0.431862,0.012048,24.55
52.5,0.432077,0.012060,24.55
53.0,0.432293,0.012072,24.55
53.5,0.432509,0.012084,24.55
54.0,0.432724,0.012096,24.55
54.5,0.432939,0.012108,24.55
55.0,0.433155,0.012120,24.55
55.5,0.433371,0.012132,24.56
56.0,0.433586,0.012144,24.56
56.5,0.433801,0.012156,24.56
57.0,0.434017,0.012168,24.56
57.5,0.434232,0.012180,24.56
58.0,0.434448,0.012192,24.56
58.5,0.434663,0.012204,24.56
59.0,0.434879,0.012216,24.56
59.5,0.435094,0.012228,24.56
60.0,0.435310,0.012240,24.56
60.5,0.435525,0.012252,24.56
61.0,0.435741,0.012264,24.56
61.5,0.435956,0.012276,24.56
62.0,0.436172,0.012288,24.56
62.5,0.436387,0.012300,24.56
63.0,0.436603,0.012312,24.56
63.5,0.436818,0.012324,24.56
64.0,0.437034,0.012336,24.56
64.5,0.437249,0.012348,24.56
65.0,0.437465,0.012360,24.57
65.5,0.437680,0.012372,24.57
66.0,0.437896,0.012384,24.57
66.5,0.438111,0.012396,24.57
67.0,0.438327,0.012408,24.57
67.5,0.438543,0.012420,24.57
68.0,0.438758,0.012432,24.57
68.5,0.438973,0.012444,24.57
69.0,0.439189,0.012456,24.57
69.5,0.439404,0.012468,24.57
70.0,0.439620,0.012480,24.57
70.5,0.439835,0.012492,24.57
71.0,0.440051,0.012504,24.57
71.5,0.440266,0.012516,24.57
72.0,0.440482,0.012528,24.57
72.5,0.440697,0.012540,24.57
73.0,0.440913,0.012552,24.57
73.5,0.441128,0.012564,24.57
74.0,0.441344,0.012576,24.57
74.5,0.441559,0.012588,24.57
75.0,0.441775,0.012600,24.57
75.5,0.441991,0.012612,24.58
76.0,0.442206,0.012624,24.58
76.5,0.442421,0.012636,24.58
77.0,0.442637,0.012648,24.58
77.5,0.442852,0.012660,24.58
78.0,0.443068,0.012672,24.58
78.5,0.443283,0.012684,24.58
79.0,0.443499,0.012696,24.58
79.5,0.443715,0.012708,24.58
80.0,0.443930,0.012720,24.58
80.5,0.444145,0.012732,24.58
81.0,0.444361,0.012744,24.58
81.5,0.444576,0.012756,24.58
82.0,0.444792,0.012768,24.58
82.5,0.445008,0.012780,24.58
83.0,0.445223,0.012792,24.58
83.5,0.445438,0.012804,24.58
84.0,0.445654,0.012816,24.58
84.5,0.445869,0.012828,24.58
85.0,0.446085,0.012840,24.59
85.5,0.446300,0.012852,24.59
86.0,0.446516,0.012864,24.59
86.5,0.446732,0.012876,24.59
87.0,0.446947,0.012888,24.59
87.5,0.447162,0.012900,24.59
88.0,0.447378,0.012912,24.59
88.5,0.447593,0.012924,24.59
89.0,0.447809,0.012936,24.59
89.5,0.448024,0.012948,24.59
90.0,0.448240,0.012960,24.59
90.5,0.448456,0.012972,24.59
91.0,0.448671,0.012984,24.59
91.5,0.448886,0.012996,24.59
92.0,0.449102,0.013008,24.59
92.5,0.449317,0.013020,24.59
93.0,0.449533,0.013032,24.59
93.5,0.449748,0.013044,24.59
94.0,0.449964,0.013056,24.59
94.5,0.450180,0.013068,24.59
95.0,0.450395,0.013080,24.59
95.5,0.450610,0.013092,24.60
96.0,0.450826,0.013104,24.60
96.5,0.451041,0.013116,24.60
97.0,0.451257,0.013128,24.60
97.5,0.451472,0.013140,24.60
98.0,0.451688,0.013152,24.60
98.5,0.451904,0.013164,24.60
99.0,0.452119,0.013176,24.60
99.5,0.452334,0.013188,24.60
