 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
37.5,0.424625,0.027300,24.54
38.0,0.424840,0.027328,24.54
38.5,0.425055,0.027356,24.54
39.0,0.425270,0.027384,24.54
39.5,0.425485,0.027412,24.54
40.0,0.425700,0.027440,24.54
40.5,0.425915,0.027468,24.54
41.0,0.426130,0.027496,24.54
41.5,0.426345,0.027524,24.54
42.0,0.426560,0.027552,24.54
42.5,0.426775,0.027580,24.54
43.0,0.426990,0.027608,24.54
43.5,0.427205,0.027636,24.54
44.0,0.427420,0.027664,24.54
44.5,0.427635,0.027692,24.54
45.0,0.427850,0.027720,24.55
45.5,0.428065,0.027748,24.55
46.0,0.428280,0.027776,24.55
46.5,0.428495,0.027804,24.55
47.0,0.428710,0.027832,24.55
47.5,0.428925,0.027860,24.55
48.0,0.429140,0.027888,24.55
48.5,0.429355,0.027916,24.55
49.0,0.429570,0.027944,24.55
49.5,0.429785,0.027972,24.55
50.0,0.430000,0.028000,24.55
50.5,0.430215,0.028028,24.55
51.0,0.430430,0.028056,24.55
51.5,0.430645,0.028084,24.55
52.0,0.430860,0.028112,24.55
52.5,0.431075,0.028140,24.55
53.0,0.431290,0.028168,24.55
53.5,0.431505,0.028196,24.55
54.0,0.431720,0.028224,24.55
54.5,0.431935,0.028252,24.55
55.0,0.432150,0.028280,24.55
55.5,0.432365,0.028308,24.56
56.0,0.432580,0.028336,24.56
56.5,0.432795,0.028364,24.56
57.0,0.433010,0.028392,24.56
57.5,0.433225,0.028420,24.56
58.0,0.433440,0.028448,24.56
58.5,0.433655,0.028476,24.56
59.0,0.433870,0.028504,24.56
59.5,0.434085,0.028532,24.56
60.0,0.434300,0.028560,24.56
60.5,0.434515,0.028588,24.56
61.0,0.434730,0.028616,24.56
61.5,0.434945,0.028644,24.56
62.0,0.435160,0.028672,24.56
62.5,0.435375,0.028700,24.56
63.0,0.435590,0.028728,24.56
63.5,0.435805,0.028756,24.56
64.0,0.436020,0.028784,24.56
64.5,0.436235,0.028812,24.56
65.0,0.436450,0.028840,24.57
65.5,0.436665,0.028868,24.57
66.0,0.436880,0.028896,24.57
66.5,0.437095,0.028924,24.57
67.0,0.437310,0.028952,24.57
67.5,0.437525,0.028980,24.57
68.0,0.437740,0.029008,24.57
68.5,0.437955,0.029036,24.57
69.0,0.438170,0.029064,24.57
69.5,0.438385,0.029092,24.57
70.0,0.438600,0.029120,24.57
70.5,0.438815,0.029148,24.57
71.0,0.439030,0.029176,24.57
71.5,0.439245,0.029204,24.57
72.0,0.439460,0.029232,24.57
72.5,0.439675,0.029260,24.57
73.0,0.439890,0.029288,24.57
73.5,0.440105,0.029316,24.57
74.0,0.440320,0.029344,24.57
74.5,0.440535,0.029372,24.57
75.0,0.440750,0.029400,24.57
75.5,0.440965,0.029428,24.58
76.0,0.441180,0.029456,24.58
76.5,0.441395,0.029484,24.58
77.0,0.441610,0.029512,24.58
77.5,0.441825,0.029540,24.58
78.0,0.442040,0.029568,24.58
78.5,0.442255,0.029596,24.58
79.0,0.442470,0.029624,24.58
79.5,0.442685,0.029652,24.58
80.0,0.442900,0.029680,24.58
80.5,0.443115,0.029708,24.58
81.0,0.443330,0.029736,24.58
81.5,0.443545,0.029764,24.58
82.0,0.443760,0.029792,24.58
82.5,0.443975,0.029820,24.58
83.0,0.444190,0.029848,24.58
83.5,0.444405,0.029876,24.58
84.0,0.444620,0.029904,24.58
84.5,0.444835,0.029932,24.58
85.0,0.445050,0.029960,24.59
85.5,0.445265,0.029988,24.59
86.0,0.445480,0.030016,24.59
86.5,0.445695,0.030044,24.59
87.0,0.445910,0.030072,24.59
87.5,0.446125,0.030100,24.59
88.0,0.446340,0.030128,24.59
88.5,0.446555,0.030156,24.59
89.0,0.446770,0.030184,24.59
89.5,0.446985,0.030212,24.59
90.0,0.447200,0.030240,24.59
90.5,0.447415,0.030268,24.59
91.0,0.447630,0.030296,24.59
91.5,0.447845,0.030324,24.59
92.0,0.448060,0.030352,24.59
92.5,0.448275,0.030380,24.59
93.0,0.448490,0.030408,24.59
93.5,0.448705,0.030436,24.59
94.0,0.448920,0.030464,24.59
94.5,0.449135,0.030492,24.59
95.0,0.449350,0.030520,24.59
95.5,0.449565,0.030548,24.60
96.0,0.449780,0.030576,24.60
96.5,0.449995,0.030604,24.60
97.0,0.450210,0.030632,24.60
97.5,0.450425,0.030660,24.60
98.0,0.450640,0.030688,24.60
98.5,0.450855,0.030716,24.60
99.0,0.451070,0.030744,24.60
99.5,0.451285,0.030772,24.60
