 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
37.5,0.421662,0.028275,24.54
38.0,0.421876,0.028304,24.54
38.5,0.422089,0.028333,24.54
39.0,0.422303,0.028362,24.54
39.5,0.422516,0.028391,24.54
40.0,0.422730,0.028420,24.54
40.5,0.422943,0.028449,24.54
41.0,0.423157,0.028478,24.54
41.5,0.423370,0.028507,24.54
42.0,0.423584,0.028536,24.54
42.5,0.423797,0.028565,24.54
43.0,0.424011,0.028594,24.54
43.5,0.424224,0.028623,24.54
44.0,0.424438,0.028652,24.54
44.5,0.424651,0.028681,24.54
45.0,0.424865,0.028710,24.55
45.5,0.425078,0.028739,24.55
46.0,0.425292,0.028768,24.55
46.5,0.425505,0.028797,24.55
47.0,0.425719,0.028826,24.55
47.5,0.425932,0.028855,24.55
48.0,0.426146,0.028884,24.55
48.5,0.426359,0.028913,24.55
49.0,0.426573,0.028942,24.55
49.5,0.426786,0.028971,24.55
50.0,0.427000,0.029000,24.55
50.5,0.427213,0.029029,24.55
51.0,0.427427,0.029058,24.55
51.5,0.427641,0.029087,24.55
52.0,0.427854,0.029116,24.55
52.5,0.428067,0.029145,24.55
53.0,0.428281,0.029174,24.55
53.5,0.428495,0.029203,24.55
54.0,0.428708,0.029232,24.55
54.5,0.428921,0.029261,24.55
55.0,0.429135,0.029290,24.55
55.5,0.429349,0.029319,24.56
56.0,0.429562,0.029348,24.56
56.5,0.429775,0.029377,24.56
57.0,0.429989,0.029406,24.56
57.5,0.430202,0.029435,24.56
58.0,0.430416,0.029464,24.56
58.5,0.430629,0.029493,24.56
59.0,0.430843,0.029522,24.56
59.5,0.431057,0.029551,24.56
60.0,0.431270,0.029580,24.56
60.5,0.431483,0.029609,24.56
61.0,0.431697,0.029638,24.56
61.5,0.431910,0.029667,24.56
62.0,0.432124,0.029696,24.56
62.5,0.432337,0.029725,24.56
63.0,0.432551,0.029754,24.56
63.5,0.432764,0.029783,24.56
64.0,0.432978,0.029812,24.56
64.5,0.433191,0.029841,24.56
65.0,0.433405,0.029870,24.57
65.5,0.433618,0.029899,24.57
66.0,0.433832,0.029928,24.57
66.5,0.434045,0.029957,24.57
67.0,0.434259,0.029986,24.57
67.5,0.434473,0.030015,24.57
68.0,0.434686,0.030044,24.57
68.5,0.434899,0.030073,24.57
69.0,0.435113,0.030102,24.57
69.5,0.435326,0.030131,24.57
70.0,0.435540,0.030160,24.57
70.5,0.435753,0.030189,24.57
71.0,0.435967,0.030218,24.57
71.5,0.436180,0.030247,24.57
72.0,0.436394,0.030276,24.57
72.5,0.436607,0.030305,24.57
73.0,0.436821,0.030334,24.57
73.5,0.437034,0.030363,24.57
74.0,0.437248,0.030392,24.57
74.5,0.437462,0.030421,24.57
75.0,0.437675,0.030450,24.57
75.5,0.437889,0.030479,24.58
76.0,0.438102,0.030508,24.58
76.5,0.438315,0.030537,24.58
77.0,0.438529,0.030566,24.58
77.5,0.438742,0.030595,24.58
78.0,0.438956,0.030624,24.58
78.5,0.439169,0.030653,24.58
79.0,0.439383,0.030682,24.58
79.5,0.439597,0.030711,24.58
80.0,0.439810,0.030740,24.58
80.5,0.440023,0.030769,24.58
81.0,0.440237,0.030798,24.58
81.5,0.440450,0.030827,24.58
82.0,0.440664,0.030856,24.58
82.5,0.440877,0.030885,24.58
83.0,0.441091,0.030914,24.58
83.5,0.441304,0.030943,24.58
84.0,0.441518,0.030972,24.58
84.5,0.441731,0.031001,24.58
85.0,0.441945,0.031030,24.59
85.5,0.442158,0.031059,24.59
86.0,0.442372,0.031088,24.59
86.5,0.442585,0.031117,24.59
87.0,0.442799,0.031146,24.59
87.5,0.443012,0.031175,24.59
88.0,0.443226,0.031204,24.59
88.5,0.443439,0.031233,24.59
89.0,0.443653,0.031262,24.59
89.5,0.443866,0.031291,24.59
90.0,0.444080,0.031320,24.59
90.5,0.444294,0.031349,24.59
91.0,0.444507,0.031378,24.59
91.5,0.444720,0.031407,24.59
92.0,0.444934,0.031436,24.59
92.5,0.445147,0.031465,24.59
93.0,0.445361,0.031494,24.59
93.5,0.445574,0.031523,24.59
94.0,0.445788,0.031552,24.59
94.5,0.446001,0.031581,24.59
95.0,0.446215,0.031610,24.59
95.5,0.446428,0.031639,24.60
96.0,0.446642,0.031668,24.60
96.5,0.446855,0.031697,24.60
97.0,0.447069,0.031726,24.60
97.5,0.447282,0.031755,24.60
98.0,0.447496,0.031784,24.60
98.5,0.447709,0.031813,24.60
99.0,0.447923,0.031842,24.60
99.5,0.448136,0.031871,24.60
