 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
49.5,0.428785,0.021978,24.55
50.0,0.429000,0.022000,24.55
50.5,0.429214,0.022022,24.55
51.0,0.429429,0.022044,24.55
51.5,0.429644,0.022066,24.55
52.0,0.429858,0.022088,24.55
52.5,0.430072,0.022110,24.55
53.0,0.430287,0.022132,24.55
53.5,0.430502,0.022154,24.55
54.0,0.430716,0.022176,24.55
54.5,0.430930,0.022198,24.55
55.0,0.431145,0.022220,24.55
55.5,0.431360,0.022242,24.56
56.0,0.431574,0.022264,24.56
56.5,0.431788,0.022286,24.56
57.0,0.432003,0.022308,24.56
57.5,0.432217,0.022330,24.56
58.0,0.432432,0.022352,24.56
58.5,0.432646,0.022374,24.56
59.0,0.432861,0.022396,24.56
59.5,0.433076,0.022418,24.56
60.0,0.433290,0.022440,24.56
60.5,0.433504,0.022462,24.56
61.0,0.433719,0.022484,24.56
61.5,0.433933,0.022506,24.56
62.0,0.434148,0.022528,24.56
62.5,0.434362,0.022550,24.56
63.0,0.434577,0.022572,24.56
63.5,0.434791,0.022594,24.56
64.0,0.435006,0.022616,24.56
64.5,0.435220,0.022638,24.56
65.0,0.435435,0.022660,24.57
65.5,0.435649,0.022682,24.57
66.0,0.435864,0.022704,24.57
66.5,0.436078,0.022726,24.57
67.0,0.436293,0.022748,24.57
67.5,0.436508,0.022770,24.57
68.0,0.436722,0.022792,24.57
68.5,0.436936,0.022814,24.57
69.0,0.437151,0.022836,24.57
69.5,0.437365,0.022858,24.57
70.0,0.437580,0.022880,24.57
70.5,0.437794,0.022902,24.57
71.0,0.438009,0.022924,24.57
71.5,0.438223,0.022946,24.57
72.0,0.438438,0.022968,24.57
72.5,0.438653,0.022990,24.57
73.0,0.438867,0.023012,24.57
73.5,0.439081,0.023034,24.57
74.0,0.439296,0.023056,24.57
74.5,0.439510,0.023078,24.57
75.0,0.439725,0.023100,24.57
75.5,0.439940,0.023122,24.58
76.0,0.440154,0.023144,24.58
76.5,0.440368,0.023166,24.58
77.0,0.440583,0.023188,24.58
77.5,0.440797,0.023210,24.58
78.0,0.441012,0.023232,24.58
78.5,0.441226,0.023254,24.58
79.0,0.441441,0.023276,24.58
79.5,0.441656,0.023298,24.58
80.0,0.441870,0.023320,24.58
80.5,0.442084,0.023342,24.58
81.0,0.442299,0.023364,24.58
81.5,0.442513,0.023386,24.58
82.0,0.442728,0.023408,24.58
82.5,0.442942,0.023430,24.58
83.0,0.443157,0.023452,24.58
83.5,0.443371,0.023474,24.58
84.0,0.443586,0.023496,24.58
84.5,0.443800,0.023518,24.58
85.0,0.444015,0.023540,24.59
85.5,0.444229,0.023562,24.59
86.0,0.444444,0.023584,24.59
86.5,0.444658,0.023606,24.59
87.0,0.444873,0.023628,24.59
87.5,0.445087,0.023650,24.59
88.0,0.445302,0.023672,24.59
88.5,0.445516,0.023694,24.59
89.0,0.445731,0.023716,24.59
89.5,0.445945,0.023738,24.59
90.0,0.446160,0.023760,24.59
90.5,0.446375,0.023782,24.59
91.0,0.446589,0.023804,24.59
91.5,0.446803,0.023826,24.59
92.0,0.447018,0.023848,24.59
92.5,0.447232,0.023870,24.59
93.0,0.447447,0.023892,24.59
93.5,0.447661,0.023914,24.59
94.0,0.447876,0.023936,24.59
94.5,0.448091,0.023958,24.59
95.0,0.448305,0.023980,24.59
95.5,0.448519,0.024002,24.60
96.0,0.448734,0.024024,24.60
96.5,0.448948,0.024046,24.60
97.0,0.449163,0.024068,24.60
97.5,0.449377,0.024090,24.60
98.0,0.449592,0.024112,24.60
98.5,0.449806,0.024134,24.60
99.0,0.450021,0.024156,24.60
99.5,0.450235,0.024178,24.60
