 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
59.5,0.429038,0.025475,24.56
60.0,0.429250,0.025500,24.56
60.5,0.429462,0.025525,24.56
61.0,0.429675,0.025550,24.56
61.5,0.429887,0.025575,24.56
62.0,0.430100,0.025600,24.56
62.5,0.430312,0.025625,24.56
63.0,0.430525,0.025650,24.56
63.5,0.430737,0.025675,24.56
64.0,0.430950,0.025700,24.56
64.5,0.431162,0.025725,24.56
65.0,0.431375,0.025750,24.57
65.5,0.431587,0.025775,24.57
66.0,0.431800,0.025800,24.57
66.5,0.432012,0.025825,24.57
67.0,0.432225,0.025850,24.57
67.5,0.432438,0.025875,24.57
68.0,0.432650,0.025900,24.57
68.5,0.432862,0.025925,24.57
69.0,0.433075,0.025950,24.57
69.5,0.433287,0.025975,24.57
70.0,0.433500,0.026000,24.57
70.5,0.433712,0.026025,24.57
71.0,0.433925,0.026050,24.57
71.5,0.434137,0.026075,24.57
72.0,0.434350,0.026100,24.57
72.5,0.434562,0.026125,24.57
73.0,0.434775,0.026150,24.57
73.5,0.434987,0.026175,24.57
74.0,0.435200,0.026200,24.57
74.5,0.435412,0.026225,24.57
75.0,0.435625,0.026250,24.57
75.5,0.435838,0.026275,24.58
76.0,0.436050,0.026300,24.58
76.5,0.436262,0.026325,24.58
77.0,0.436475,0.026350,24.58
77.5,0.436687,0.026375,24.58
78.0,0.436900,0.026400,24.58
78.5,0.437112,0.026425,24.58
79.0,0.437325,0.026450,24.58
79.5,0.437538,0.026475,24.58
80.0,0.437750,0.026500,24.58
80.5,0.437962,0.026525,24.58
81.0,0.438175,0.026550,24.58
81.5,0.438387,0.026575,24.58
82.0,0.438600,0.026600,24.58
82.5,0.438812,0.026625,24.58
83.0,0.439025,0.026650,24.58
83.5,0.439237,0.026675,24.58
84.0,0.439450,0.026700,24.58
84.5,0.439662,0.026725,24.58
85.0,0.439875,0.026750,24.59
85.5,0.440087,0.026775,24.59
86.0,0.440300,0.026800,24.59
86.5,0.440512,0.026825,24.59
87.0,0.440725,0.026850,24.59
87.5,0.440937,0.026875,24.59
88.0,0.441150,0.026900,24.59
88.5,0.441362,0.026925,24.59
89.0,0.441575,0.026950,24.59
89.5,0.441787,0.026975,24.59
90.0,0.442000,0.027000,24.59
90.5,0.442212,0.027025,24.59
91.0,0.442425,0.027050,24.59
91.5,0.442637,0.027075,24.59
92.0,0.442850,0.027100,24.59
92.5,0.443062,0.027125,24.59
93.0,0.443275,0.027150,24.59
93.5,0.443487,0.027175,24.59
94.0,0.443700,0.027200,24.59
94.5,0.443912,0.027225,24.59
95.0,0.444125,0.027250,24.59
95.5,0.444337,0.027275,24.60
96.0,0.444550,0.027300,24.60
96.5,0.444763,0.027325,24.60
97.0,0.444975,0.027350,24.60
97.5,0.445187,0.027375,24.60
98.0,0.445400,0.027400,24.60
98.5,0.445612,0.027425,24.60
99.0,0.445825,0.027450,24.60
99.5,0.446037,0.027475,24.60
