 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
58.5,0.432646,0.011187,24.56
59.0,0.432861,0.011198,24.56
59.5,0.433076,0.011209,24.56
60.0,0.433290,0.011220,24.56
60.5,0.433504,0.011231,24.56
61.0,0.433719,0.011242,24.56
61.5,0.433933,0.011253,24.56
62.0,0.434148,0.011264,24.56
62.5,0.434362,0.011275,24.56
63.0,0.434577,0.011286,24.56
63.5,0.434791,0.011297,24.56
64.0,0.435006,0.011308,24.56
64.5,0.435220,0.011319,24.56
65.0,0.435435,0.011330,24.57
65.5,0.435649,0.011341,24.57
66.0,0.435864,0.011352,24.57
66.5,0.436078,0.011363,24.57
67.0,0.436293,0.011374,24.57
67.5,0.436508,0.011385,24.57
68.0,0.436722,0.011396,24.57
68.5,0.436936,0.011407,24.57
69.0,0.437151,0.011418,24.57
69.5,0.437365,0.011429,24.57
70.0,0.437580,0.011440,24.57
70.5,0.437794,0.011451,24.57
71.0,0.438009,0.011462,24.57
71.5,0.438223,0.011473,24.57
72.0,0.438438,0.011484,24.57
72.5,0.438653,0.011495,24.57
73.0,0.438867,0.011506,24.57
73.5,0.439081,0.011517,24.57
74.0,0.439296,0.011528,24.57
74.5,0.439510,0.011539,24.57
75.0,0.439725,0.011550,24.57
75.5,0.439940,0.011561,24.58
76.0,0.440154,0.011572,24.58
76.5,0.440368,0.011583,24.58
77.0,0.440583,0.011594,24.58
77.5,0.440797,0.011605,24.58
78.0,0.441012,0.011616,24.58
78.5,0.441226,0.011627,24.58
79.0,0.441441,0.011638,24.58
79.5,0.441656,0.011649,24.58
80.0,0.441870,0.011660,24.58
80.5,0.442084,0.011671,24.58
81.0,0.442299,0.011682,24.58
81.5,0.442513,0.011693,24.58
82.0,0.442728,0.011704,24.58
82.5,0.442942,0.011715,24.58
83.0,0.443157,0.011726,24.58
83.5,0.443371,0.011737,24.58
84.0,0.443586,0.011748,24.58
84.5,0.443800,0.011759,24.58
85.0,0.444015,0.011770,24.59
85.5,0.444229,0.011781,24.59
86.0,0.444444,0.011792,24.59
86.5,0.444658,0.011803,24.59
87.0,0.444873,0.011814,24.59
87.5,0.445087,0.011825,24.59
88.0,0.445302,0.011836,24.59
88.5,0.445516,0.011847,24.59
89.0,0.445731,0.011858,24.59
89.5,0.445945,0.011869,24.59
90.0,0.446160,0.011880,24.59
90.5,0.446375,0.011891,24.59
91.0,0.446589,0.011902,24.59
91.5,0.446803,0.011913,24.59
92.0,0.447018,0.011924,24.59
92.5,0.447232,0.011935,24.59
93.0,0.447447,0.011946,24.59
93.5,0.447661,0.011957,24.59
94.0,0.447876,0.011968,24.59
94.5,0.448091,0.011979,24.59
95.0,0.448305,0.011990,24.59
95.5,0.448519,0.012001,24.60
96.0,0.448734,0.012012,24.60
96.5,0.448948,0.012023,24.60
97.0,0.449163,0.012034,24.60
97.5,0.449377,0.012045,24.60
98.0,0.449592,0.012056,24.60
98.5,0.449806,0.012067,24.60
99.0,0.450021,0.012078,24.60
99.5,0.450235,0.012089,24.60
