 ±º‰ (s),P1 (MPa),M1 (L/min),T (°„C)
84.0,0.444620,0.008544,24.58
84.5,0.444835,0.008552,24.58
85.0,0.445050,0.008560,24.59
85.5,0.445265,0.008568,24.59
86.0,0.445480,0.008576,24.59
86.5,0.445695,0.008584,24.59
87.0,0.445910,0.008592,24.59
87.5,0.446125,0.008600,24.59
88.0,0.446340,0.008608,24.59
88.5,0.446555,0.008616,24.59
89.0,0.446770,0.008624,24.59
89.5,0.446985,0.008632,24.59
90.0,0.447200,0.008640,24.59
90.5,0.447415,0.008648,24.59
91.0,0.447630,0.008656,24.59
91.5,0.447845,0.008664,24.59
92.0,0.448060,0.008672,24.59
92.5,0.448275,0.008680,24.59
93.0,0.448490,0.008688,24.59
93.5,0.448705,0.008696,24.59
94.0,0.448920,0.008704,24.59
94.5,0.449135,0.008712,24.59
95.0,0.449350,0.008720,24.59
95.5,0.449565,0.008728,24.60
96.0,0.449780,0.008736,24.60
96.5,0.449995,0.008744,24.60
97.0,0.450210,0.008752,24.60
97.5,0.450425,0.008760,24.60
98.0,0.450640,0.008768,24.60
98.5,0.450855,0.008776,24.60
99.0,0.451070,0.008784,24.60
99.5,0.451285,0.008792,24.60
